template,A,B,C
"Context: Taylor proved Carson's point about who was the stronger wrestler of them all.
Question: What will Taylor want to do next? Answer choices: A. be good at wrestling, B. bored, C. good
Answer: Based on social commonsense, the answer is {}",0.9573937309880423,1.02411975187504e-05,4.53390027975173e-06
"Context: Sydney went trick or treating and the others joined him happily.
Question: What will Others want to do next? Answer choices: A. go home, B. did this to get candy, C. get candy
Answer: Based on social commonsense, the answer is {}",0.9191463354052058,8.264684503625292e-06,0.00011970520052739027
"Context: Sasha set their trash on fire to get rid of it quickly.
Question: How would you describe Sasha? Answer choices: A. dirty, B. Very efficient, C. Inconsiderate
Answer: Based on social commonsense, the answer is {}",0.0009445317083631878,0.01299272101835857,0.9833540035283544
"Context: Robin dried up the paper and lit it on fire and it blew away.
Question: How would Robin feel afterwards? Answer choices: A. happy their only photo blew away, B. excited to see what comes next, C. gone
Answer: Based on social commonsense, the answer is {}",0.01932203547303768,0.9464731182037026,0.001712929870599155
"Context: Skylar went camping with friends and found the best campsite.
Question: What does Skylar need to do before this? Answer choices: A. get ready to go on a solo trip, B. look at a map of the campground, C. tell her friends she wasn't interested
Answer: Based on social commonsense, the answer is {}",1.0252653580321512e-05,0.9931422647255953,7.074109415684464e-06
"Context: Due to his car breaking down, Robin decided to ride with Jan's friends to school.
Question: What will Robin want to do next? Answer choices: A. fix his car, B. avoid missing class, C. arrive on time to school
Answer: Based on social commonsense, the answer is {}",0.0005242405049655282,0.9254717791296974,0.0005846076614010574
"Context: Cameron took Kai's compliment seriously after the ballgame ended.
Question: How would you describe Cameron? Answer choices: A. humble and not too proud, B. proud, C. happy
Answer: Based on social commonsense, the answer is {}",0.9942999065319357,1.4807244554989655e-05,1.2213313789823335e-06
"Context: Jordan taught art in elementary schools and was really great with his students.
Question: How would the parents feel as a result? Answer choices: A. the art teacher, B. concerned that Jordan will leave, C. inspired to make their own art
Answer: Based on social commonsense, the answer is {}",0.0013258090528014343,0.7197135452185552,0.24544772186101596
"Context: Riley and the others were the best of friends and always supported each other.
Question: What will happen to Others? Answer choices: A. The others will be dejected, B. The others will offer support, C. The others will be isolated
Answer: Based on social commonsense, the answer is {}",7.901760304170538e-06,0.9869647312201731,9.208054203463058e-06
"Context: Taylor gave help to a friend who was having trouble keeping up with their bills.
Question: What will their friend want to do next? Answer choices: A. help the friend find a higher paying job, B. thank Taylor for the generosity, C. pay some of their late employees
Answer: Based on social commonsense, the answer is {}",0.0002167634264101372,0.986758202333452,4.7373672929040045e-06
"Context: Riley had twisted their leg and began to hurt so bad that they could not walk.
Question: What does Riley need to do before this? Answer choices: A. lie down, B. run, C. Sit and relax
Answer: Based on social commonsense, the answer is {}",0.9803395017044314,1.2674266157517007e-06,3.5840070599763905e-05
"Context: Carson was at a friend's house but suddenly announced they needed to go home.
Question: Why did Carson do this? Answer choices: A. caught a bus, B. called a cab, C. forgot to feed the dog
Answer: Based on social commonsense, the answer is {}",0.03241461751676968,0.13388681501876057,0.3250616897661002
"Context: Taylor taught math in the schools after studying to be a teacher for four years.
Question: What does Taylor need to do before this? Answer choices: A. get a certificate, B. teach small children, C. work in a school
Answer: Based on social commonsense, the answer is {}",0.9811498262450277,2.328817336851058e-06,4.362060589407057e-06
"Context: Tracy led their army and fought hard in the war until they sat upon the throne.
Question: How would you describe Tracy? Answer choices: A. peasant, B. ruler, C. powerful
Answer: Based on social commonsense, the answer is {}",2.984560673525108e-06,0.9990379678499319,0.00019747965333870106
"Context: Kendall watched baseball with his friends after working hard all week at his job.
Question: What will Kendall want to do next? Answer choices: A. avoid talking to his friends, B. cheer his team with his friends, C. needed to please her boss
Answer: Based on social commonsense, the answer is {}",5.5609917517351824e-05,0.98330768962882,3.3855540059968686e-06
"Context: kai was bored and had nothing to do so he played card games.
Question: What will Kai want to do next? Answer choices: A. do math homework, B. do nothing, C. watch television
Answer: Based on social commonsense, the answer is {}",0.0003289068427597913,0.005007565550728728,0.9424039694770894
"Context: Robin changed Aubrey into clean clothes, so they can both go to the big play.
Question: What will Robin want to do next? Answer choices: A. wash the dirty laundry, B. find clean clothes to wear, C. entertained
Answer: Based on social commonsense, the answer is {}",0.012078720632376016,0.9573998736459259,0.0018044118232434876
"Context: Kendall wrapped string around my neck to measure the collar of a shirt.
Question: What will Others want to do next? Answer choices: A. Measure other body parts, B. Buy pants, C. buy a shirt
Answer: Based on social commonsense, the answer is {}",9.925026186124506e-05,0.0013509781410023455,0.9502921978455824
"Context: Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead.
Question: How would Kai feel as a result? Answer choices: A. giving to others, B. betrayed by Aubrey, C. wanting to help people
Answer: Based on social commonsense, the answer is {}",4.999298276897008e-06,0.9920813182644981,5.3227573341113664e-05
"Context: jan took them to NYC so that they could experience the city for the first time.
Question: What will Others want to do next? Answer choices: A. look around, B. look nowhere, C. make sure they get a good first impression of NYC
Answer: Based on social commonsense, the answer is {}",0.9771812404793723,2.8805364897540528e-06,6.917528536720136e-06
"Context: Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong.
Question: Why did Tracy do this? Answer choices: A. tracy who has through watching the history channel, B. prove that they know the truth, C. tracy who has got alot of details wrong
Answer: Based on social commonsense, the answer is {}",0.17875107203989832,0.005277263458472233,0.7923839811285122
"Context: carson hated lee and his family so he took the risk to injure lee.
Question: How would you describe Carson? Answer choices: A. carson who has hated lee, B. as mean, C. to risk injure lee
Answer: Based on social commonsense, the answer is {}",0.00546203034657737,0.9687928035315937,5.676764640896305e-05
"Context: Robin stayed outside and tried to finish the game of volleyball she was playing.
Question: How would Robin feel afterwards? Answer choices: A. energetic, B. brave, C. tired
Answer: Based on social commonsense, the answer is {}",0.011380521788193355,3.8211352256704e-06,0.9701314434052231
"Context: Carson returned to Robin's house after previously storming out during a huge fight.
Question: How would Carson feel afterwards? Answer choices: A. proud, B. humiliated, C. happy
Answer: Based on social commonsense, the answer is {}",3.26416982338009e-05,0.9466111032192736,2.935464073933334e-06
"Context: Robin didn't know why she was having bad luck but found the answer.
Question: How would Robin feel afterwards? Answer choices: A. well, B. determined because she discovered the answer, C. scared to do much
Answer: Based on social commonsense, the answer is {}",9.261735637688746e-05,0.9916040683657502,2.539462788230267e-06
"Context: Jordan's son was growing out of their shoes. Jordan took their son to the shoe store.
Question: How would Jordan's son feel as a result? Answer choices: A. ready to go home, B. upset and frustrated, C. ready to find shoes
Answer: Based on social commonsense, the answer is {}",1.4199241645920996e-05,0.018344998553953447,0.8938465793507864
"Context: ash was cut short even though everyone wanted to hear what ash had to say.
Question: What will happen to Others? Answer choices: A. be happy, B. enjoy the events, C. protest the events
Answer: Based on social commonsense, the answer is {}",1.886945652510304e-05,0.8275094763615958,0.13093752211085188
"Context: Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in.
Question: What will happen to Jordan? Answer choices: A. lose a bet, B. proud, C. guilty
Answer: Based on social commonsense, the answer is {}",6.65273900925042e-07,6.080947714730514e-06,0.9832130390197026
"Context: jordan wanted to be nice to a girl so he took her to the shoe store.
Question: What does Jordan need to do before this? Answer choices: A. buy the girl some shoes, B. ask the girl on a date, C. be kind
Answer: Based on social commonsense, the answer is {}",3.040252177097221e-05,0.006558453832972949,0.9811520318723163
"Context: Aubrey understood Remy better and met his needs more efficiently as his nurse.
Question: How would Remy feel as a result? Answer choices: A. anxious as a result, B. hopeful as a result, C. desperate as a result
Answer: Based on social commonsense, the answer is {}",5.520727019039797e-06,0.9904804039868638,1.5813747409891056e-06
"Context: Aubrey kept the baby up at night to watch for a concussion.
Question: What will happen to Aubrey? Answer choices: A. The baby fell asleep despite Aubrey's best effort, B. gets so sleepy but stays awake anyway, C. and the baby both fell asleep late in the night
Answer: Based on social commonsense, the answer is {}",0.026961633635102192,0.9295457713992076,0.01935472893420429
"Context: Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie.
Question: How would Riley feel as a result of this? Answer choices: A. scared of the scene, B. like a baby, C. protective of Riley
Answer: Based on social commonsense, the answer is {}",0.9791693419473655,8.467035648770566e-05,0.0019131956879545977
"Context: Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding.
Question: What does Quinn need to do before this? Answer choices: A. pick out a gift for Jordan, B. be caring, C. hold the gift in plain sight
Answer: Based on social commonsense, the answer is {}",0.9854820082744509,5.197686163304936e-06,1.6734821209152404e-06
"Context: Bailey passed Jesse on his driving examination after he passed with flying colors.
Question: What does Bailey need to do before this? Answer choices: A. test Jesse before this, B. buy a car, C. celebrate
Answer: Based on social commonsense, the answer is {}",0.98924044657853,5.77834643569242e-06,8.441024191575481e-07
"Context: Austin was taking a test and found it difficult at first.
Question: How would you describe Austin? Answer choices: A. a student, B. stupid, C. overwhelmed
Answer: Based on social commonsense, the answer is {}",0.9978745412931077,2.9477661639833165e-07,5.17469581629668e-06
"Context: Quinn was playing and froliking in the snow, making snow angels and snowballs.
Question: How would you describe Quinn? Answer choices: A. a big fan of the band, B. lighthearted and lonely, C. a big fan of the outdoors
Answer: Based on social commonsense, the answer is {}",2.5246200040696186e-06,2.3518295518628456e-06,0.996369392251932
"Context: Tracy gave money to my friend who needed it but failed to by it back as they promised.
Question: What will happen to Tracy? Answer choices: A. yell at them, B. be disappointed in them, C. lose trust in my friend
Answer: Based on social commonsense, the answer is {}",3.84005449522689e-06,0.9829635931409836,1.6322582165804873e-05
"Context: Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work.
Question: How would you describe Cameron? Answer choices: A. honest, B. a success as a teacher, C. vengeful
Answer: Based on social commonsense, the answer is {}",0.0011370989963204758,0.9957080160028363,1.9849695182269077e-06
"Context: Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head.
Question: What will Skylar want to do next? Answer choices: A. Run away, B. Wait for a reaction, C. wanted to fight with the bully
Answer: Based on social commonsense, the answer is {}",0.9781151769880212,1.2687644564181817e-06,3.0381799970641047e-07
"Context: Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account.
Question: How would you describe Remy? Answer choices: A. feeling bored, B. feeling loved, C. cheated
Answer: Based on social commonsense, the answer is {}",7.005184781555094e-06,0.9971220275257904,2.5965160299629617e-06
"Context: Skylar was on the phone while at the national park. They lent little attention to the view.
Question: What will Skylar want to do next? Answer choices: A. get Skylar off the phone, B. sleep, C. build
Answer: Based on social commonsense, the answer is {}",0.9250004823596092,6.852410978171049e-06,3.880820335505059e-06
"Context: Sydney works as a preschool teacher, and helped trace Robin's fingers.
Question: Why did Sydney do this? Answer choices: A. make popcorn, B. teach her class the alphabet, C. make artwork
Answer: Based on social commonsense, the answer is {}",5.824647938975024e-06,0.9920804273758742,0.0013008886124353518
"Context: Jan was pregnant and she gave birth to a beautiful baby daughter.
Question: How would you describe Jan? Answer choices: A. a mother, B. exhausted, C. ready to take a spin class
Answer: Based on social commonsense, the answer is {}",0.9984298793312404,6.108755994861965e-07,6.788301370677531e-08
"Context: Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out.
Question: What will Kendall want to do next? Answer choices: A. watered a few of the plants, B. gather jars, C. watered a few of her pets
Answer: Based on social commonsense, the answer is {}",0.9721652555255378,1.9020275808110214e-05,1.6755233394905947e-06
"Context: Knowing skylar would want to go too, Kendall took Skylar into account.
Question: Why did Kendall do this? Answer choices: A. kendall who has want to skylar, B. get this over with, C. help skylar
Answer: Based on social commonsense, the answer is {}",0.015778468839336757,1.405503307996815e-05,0.9639378619569643
"Context: Aubrey was a police officer. She pulled Casey over for speeding in a construction zone.
Question: What will Casey want to do next? Answer choices: A. keep construction workers safe, B. speed off, C. make an excuse
Answer: Based on social commonsense, the answer is {}",0.00013300324919544363,0.0034992297714664124,0.9825113737203754
"Context: Riley granted Jan the highest title of the kingdom and celebrated with a feast.
Question: What will Jan want to do next? Answer choices: A. celebrate all night with the kingdom, B. proud, C. indifferent
Answer: Based on social commonsense, the answer is {}",0.9810028394269645,0.0037438020238877642,3.571124592049311e-06
"Context: After being kicked out of the house by his parents, Jordan needed a place to live.
Question: How would you describe Jordan? Answer choices: A. quite lazy, B. sad, C. extremely hardworking
Answer: Based on social commonsense, the answer is {}",5.78861789732031e-06,0.9972969096456622,1.3244290553757817e-05
"Context: Remy gave birth to a baby girl on a Saturday afternoon.
Question: What does Remy need to do before this? Answer choices: A. leave her husband, B. did this to start a family, C. go to the hospital
Answer: Based on social commonsense, the answer is {}",6.683865347076994e-05,0.0003327492016302403,0.986719995795541
"Context: Alex was no longer raising Sasha but she did give birth to Sasha.
Question: What will Alex want to do next? Answer choices: A. build a relationship with Sasha, B. Ask to visit Sasha, C. Kidnap Sasha from home
Answer: Based on social commonsense, the answer is {}",0.9910570799260703,3.509389058674103e-05,2.693091124929707e-07
"Context: Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage.
Question: How would Robin feel afterwards? Answer choices: A. disgusted, B. be prepared, C. supported
Answer: Based on social commonsense, the answer is {}",1.5118084118121477e-06,0.9770231717245292,0.015273953300059926
"Context: Cameron went out of her way to buy food for the homeless.
Question: How would Cameron feel afterwards? Answer choices: A. mad, B. upset, C. happy
Answer: Based on social commonsense, the answer is {}",2.1467435326974174e-06,3.707780901719841e-06,0.9803970189298794
"Context: Sydney played Kendall's heart when she pretended to be interested in him at the party.
Question: What will happen to Kendall? Answer choices: A. be angry at Sydney, B. be excited, C. date Sydney
Answer: Based on social commonsense, the answer is {}",0.9482101197318891,4.092213648385296e-06,4.2838350622043565e-07
"Context: Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously.
Question: What will happen to Cameron? Answer choices: A. listen or face severe punishment, B. study very hard, C. have his assignments done by their classmates
Answer: Based on social commonsense, the answer is {}",0.0008927827390727357,0.9925403195640894,1.051700591503993e-05
"Context: Jan took me to NYC to celebrate my birthday before the baby was born.
Question: What will Others want to do after? Answer choices: A. leave me in NYC, B. wish me a happy birthday, C. get a flight to NYC
Answer: Based on social commonsense, the answer is {}",1.0150160903911613e-05,0.9697996278983678,1.4634980064515487e-05
"Context: It was a pretty sunny day outside. Quinn walked instead.
Question: What does Quinn need to do before this? Answer choices: A. have fun, B. notice the sun, C. move their feet
Answer: Based on social commonsense, the answer is {}",1.976804313920018e-06,0.00016527215807860294,0.9918287764303579
"Context: Kai was grounded after wrecking his mother's car so he handed back the keys.
Question: What will Kai want to do next? Answer choices: A. wanted to stay out of trouble, B. work hard at home, C. rent out the car
Answer: Based on social commonsense, the answer is {}",0.9522330840226565,5.097552206332731e-05,1.6145262305878587e-06
"Context: Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap.
Question: Why did Jordan do this? Answer choices: A. show that he only needed one leg, B. needed to have a surf board, C. not show others he was suffering
Answer: Based on social commonsense, the answer is {}",0.8231458882839139,0.00026075611833152476,0.12319627053160054
"Context: Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation.
Question: How would Skylar feel as a result? Answer choices: A. grateful to Kendall, B. excited about work, C. that they are looking forward to their vacation
Answer: Based on social commonsense, the answer is {}",0.994186537252712,9.949264720057807e-07,3.888092396930045e-07
"Context: But she didn't want to be on the team so walked off the court.
Question: Why did Aubrey do this? Answer choices: A. wanted to spend more time at home, B. wanted to win the championship, C. Being on the team was her big dream
Answer: Based on social commonsense, the answer is {}",0.9657733979295068,4.3196334882080995e-06,2.722687810351938e-06
"Context: Carson was at a friend's house across town from where he lived playing video games.
Question: How would Carson feel afterwards? Answer choices: A. sad that he will have to stop playing video games, B. too dark outside, C. ready to go for a short stroll back to his home
Answer: Based on social commonsense, the answer is {}",0.9481286397444608,5.229425708985379e-05,0.004296970669591435
"Context: Kendall took their dog to the new dog park in the neighborhood.
Question: What will Kendall want to do next? Answer choices: A. Give it a bath, B. walk their dog, C. meet other dog owners
Answer: Based on social commonsense, the answer is {}",2.3334189625843485e-06,0.9691824334477386,4.1687843268312304e-05
"Context: Robin's brother was hungry, too, so Robin cut the sandwich in half.
Question: How would Robin feel afterwards? Answer choices: A. accommodating, B. Hungry, C. friendly
Answer: Based on social commonsense, the answer is {}",0.9965138759896939,8.365730434574927e-07,1.410097086881969e-06
"Context: Addison regarded every girl as somebody who should be treated by their actions.
Question: How would Others feel as a result? Answer choices: A. bored now, B. loved now, C. passive now
Answer: Based on social commonsense, the answer is {}",4.5868639623732514e-06,0.9960537243916475,2.0810685025671813e-05
"Context: Remy challenged them to a game and then beat them so much.
Question: How would they feel as a result? Answer choices: A. weak, B. proud, C. happy
Answer: Based on social commonsense, the answer is {}",0.9842764354972999,6.384260413847433e-07,9.414242893497143e-08
"Context: Casey gave some money to Jesse so she could go to the movie.
Question: How would you describe Casey? Answer choices: A. thankful, B. greedy, C. giving
Answer: Based on social commonsense, the answer is {}",2.6752195853767114e-05,2.302111068803255e-06,0.9972861192506635
"Context: Lee gave birth to ten babies over a span of ten years.
Question: How would you describe Lee? Answer choices: A. barren, B. caring, C. would love her children
Answer: Based on social commonsense, the answer is {}",1.9185036974507313e-06,0.9963267760531439,0.0016715967025892346
"Context: Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside.
Question: How would Others feel as a result? Answer choices: A. thinks differently, B. awkward, C. hungry
Answer: Based on social commonsense, the answer is {}",4.307063997750251e-05,0.9961871800274809,3.6026207184570946e-06
"Context: Remy understood every mystery because she was a famous mystery writer.
Question: What will Others want to do after? Answer choices: A. ask Remy more, B. destroy Remy's books, C. be a mystery writer
Answer: Based on social commonsense, the answer is {}",0.9615700554741187,5.230608179170143e-06,2.311346984976235e-05
"Context: Kendall persisted after being told no, and eventually had a positive effect on Lee.
Question: What will Lee want to do next? Answer choices: A. Give into Kendall, B. Give a punch to Kendall's face, C. Refuse to help Kendall
Answer: Based on social commonsense, the answer is {}",0.028737272655457183,4.7542025058501416e-05,0.9339853650382367
"Context: Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it.
Question: What will Alex want to do next? Answer choices: A. ale who has worshiped jesus, B. be discouraged by others, C. not listen to others
Answer: Based on social commonsense, the answer is {}",0.8239511374846868,0.0013229154548641542,0.15457538080177885
"Context: Cameron got a new video game and wanted to spend the night playing it.
Question: How would Cameron feel afterwards? Answer choices: A. tired, B. addicted to video games, C. a gamer
Answer: Based on social commonsense, the answer is {}",0.9847845191758713,8.355998389498147e-07,2.168122641550557e-07
"Context: Alex grew closer to their significant other after they vacationed together.
Question: How would Alex feel afterwards? Answer choices: A. in love, B. happy, C. back from vacation
Answer: Based on social commonsense, the answer is {}",0.8109557083364218,0.17852634457448502,2.017965968801256e-06
"Context: Aubrey got gas at the station and got some snacks for the drive.
Question: Why did Aubrey do this? Answer choices: A. find a gas station to stop at, B. make a snack, C. have fuel
Answer: Based on social commonsense, the answer is {}",0.9834776798712753,8.41600759097385e-06,0.002806548899708942
"Context: Riley regarded Jesse with observant eyes then smiled after they ate the last cookie.
Question: How would you describe Riley? Answer choices: A. As talkative, B. As silly, C. like a person who was thoughtful
Answer: Based on social commonsense, the answer is {}",5.7624720498769654e-06,1.0685691012672325e-05,0.994336086780876
"Context: Aubrey fed Tracy's kids spaghetti after the baseball practice.
Question: How would Tracy feel as a result? Answer choices: A. Like she was ignored, B. No one cared about her, C. Relieved
Answer: Based on social commonsense, the answer is {}",1.8934859684682257e-06,2.937833949557197e-06,0.9833438701175606
"Context: Quinn cried their eyes out and ate a whole carton of icecream over her breakup.
Question: What will Quinn want to do next? Answer choices: A. get back together with her boyrfrined, B. purchase ice cream, C. keep crying
Answer: Based on social commonsense, the answer is {}",0.00499450235736495,0.0005782206585195342,0.9244030695510153
"Context: remy had a good talk with aubrey so aubrey understood remy better now.
Question: How would Remy feel as a result? Answer choices: A. unsatisfied, B. calm, C. anxious
Answer: Based on social commonsense, the answer is {}",1.109664877929269e-06,0.9985080824171894,7.394323793631526e-07
"Context: Alex took care of the children after school so that their parents could continue to work.
Question: What will Alex want to do next? Answer choices: A. go home, B. play games with the kids, C. fight the parents
Answer: Based on social commonsense, the answer is {}",0.9904089978761811,4.772735644857655e-07,9.710004482614099e-08
"Context: Taylor taught math in the schools where underprivileged children studied.
Question: How would Taylor feel afterwards? Answer choices: A. frustrated by her inexperience teaching, B. jealous of teachers that are not in the school, C. impacting the community
Answer: Based on social commonsense, the answer is {}",0.0006962588888874765,1.7933124939610137e-05,0.8889947313288712
"Context: Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was.
Question: What will Sydney want to do next? Answer choices: A. she will cry and run away, B. she will thank her for the necklace, C. they'll get a kiss
Answer: Based on social commonsense, the answer is {}",4.940816287650772e-06,0.9929173184544113,2.4881848406179485e-05
"Context: Kendall didn't get the job despite the interviewer telling her she was qualified.
Question: How would the interviewer feel as a result? Answer choices: A. like Kendall was the best, B. happy for Kendall, C. like they lied to Kendall
Answer: Based on social commonsense, the answer is {}",0.0008186900459635912,0.00029128336549684485,0.9757961686267923
"Context: Riley talked to their friends about what they should do that night.
Question: Why did Riley do this? Answer choices: A. go out, B. do something fun, C. hang out
Answer: Based on social commonsense, the answer is {}",9.001736993250127e-06,0.9880575282062384,0.00019211238858070776
"Context: Remy went into town and found a fun place to get treats and ate some ice cream.
Question: What does Remy need to do before this? Answer choices: A. settle down, B. have excitement, C. lock his house when leaving
Answer: Based on social commonsense, the answer is {}",0.0037085418943736763,1.5634070793509645e-05,0.9777124329722707
"Context: Carson was at a friend's house playing video games to get away from his arguing parents.
Question: What does Carson need to do before this? Answer choices: A. try a different game, B. run over to his friends house, C. stretch out the time at their friends
Answer: Based on social commonsense, the answer is {}",2.967077785836771e-06,0.9744042308798112,8.703367023369148e-05
"Context: Taylor taught math in the schools and got a lot of praise for his style of teaching.
Question: Why did Taylor do this? Answer choices: A. loved, B. continue teaching, C. educate other teachers
Answer: Based on social commonsense, the answer is {}",0.18210526135447128,0.7928946865600337,0.00020504911954306897
"Context: Robin pulled Carson over for speeding and then didnt write him a ticket.
Question: Why did Robin do this? Answer choices: A. thought he was cute, B. issue a warning, C. hated him
Answer: Based on social commonsense, the answer is {}",3.2788723185596455e-06,0.9694460006441858,9.129003636823893e-06
"Context: Robin left food out for the animals in her backyard to come and enjoy.
Question: What will Robin want to do next? Answer choices: A. chase the animals away, B. watch the animals eat, C. go out in the backyard
Answer: Based on social commonsense, the answer is {}",1.0184211724538373e-06,0.961573926762955,2.515796529576028e-05
"Context: Alex spent a minute thinking and finally decided to take action over it.
Question: Why did Alex do this? Answer choices: A. have free time, B. wanted to have the best response, C. wanted to be foolhardy
Answer: Based on social commonsense, the answer is {}",1.4727442026055112e-05,0.992139316041512,6.413367377967348e-05
"Context: Bailey was not doing well at work but wanted to change the perspective to feel better.
Question: How would you describe Bailey? Answer choices: A. confident, B. worried, C. confident
Answer: Based on social commonsense, the answer is {}",0.00014717635446510888,0.9837959070275533,0.010450238268686584
"Context: Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it.
Question: Why did Sydney do this? Answer choices: A. know more about Hillary Clinton, B. become friends with Hillary Clinton, C. get her glasses
Answer: Based on social commonsense, the answer is {}",0.996376604697156,9.714014639346753e-07,4.991980131336376e-07
"Context: Cameron left the Halloween party early and drove home as fast as they could.
Question: Why did Cameron do this? Answer choices: A. get home to a sick dog, B. take the child to the doctor, C. go to bed
Answer: Based on social commonsense, the answer is {}",0.9437162864725269,1.1464371066319058e-05,1.470841174924069e-05
"Context: Kendall lost their shirt and walked around topless.
Question: How would you describe Kendall? Answer choices: A. ashamed, B. embarassed, C. in trouble
Answer: Based on social commonsense, the answer is {}",0.00013908837993713364,0.9962384996330494,1.8886276703143476e-05
"Context: Taylor got louder as they raised their voice because of the altercation.
Question: Why did Taylor do this? Answer choices: A. yell at them, B. So people would ignore her, C. be obnoxious
Answer: Based on social commonsense, the answer is {}",0.9941108999328662,6.116093391405886e-06,5.611093150080812e-06
"Context: Kai knew that things were getting out of control and managed to keep his temper in check.
Question: How would Others feel as a result? Answer choices: A. relieved, B. anxious, C. scared
Answer: Based on social commonsense, the answer is {}",0.9884036510255602,4.991485485587314e-06,7.81226351053135e-08
"Context: Tom gave Sydney a red scarf. Sydney set it on fire.
Question: How would you describe Sydney? Answer choices: A. hot tempered, B. angry at Tom, C. bad that she had destroyed it
Answer: Based on social commonsense, the answer is {}",0.9921681648958215,9.91898460771188e-06,7.96638370118081e-07
