template,A,B,C
"Context: Taylor proved Carson's point about who was the stronger wrestler of them all.
Question: What will Taylor want to do next? Answer choices: A. be good at wrestling, B. bored, C. good.
",0.6210676431655884,0.015603628940880299,0.3566940724849701
"Context: Sydney went trick or treating and the others joined him happily.
Question: What will Others want to do next? Answer choices: A. go home, B. did this to get candy, C. get candy.
",0.004146101884543896,0.0051827686838805676,0.9900968074798584
"Context: Sasha set their trash on fire to get rid of it quickly.
Question: How would you describe Sasha? Answer choices: A. dirty, B. Very efficient, C. Inconsiderate.
",0.08393596857786179,0.358784556388855,0.5545821785926819
"Context: Robin dried up the paper and lit it on fire and it blew away.
Question: How would Robin feel afterwards? Answer choices: A. happy their only photo blew away, B. excited to see what comes next, C. gone.
",0.016595054417848587,0.7583545446395874,0.22357645630836487
"Context: Skylar went camping with friends and found the best campsite.
Question: What does Skylar need to do before this? Answer choices: A. get ready to go on a solo trip, B. look at a map of the campground, C. tell her friends she wasn't interested.
",0.0004896614700555801,0.9987422823905945,0.0004309647483751178
"Context: Due to his car breaking down, Robin decided to ride with Jan's friends to school.
Question: What will Robin want to do next? Answer choices: A. fix his car, B. avoid missing class, C. arrive on time to school.
",0.0026389381382614374,0.12335510551929474,0.8726034164428711
"Context: Cameron took Kai's compliment seriously after the ballgame ended.
Question: How would you describe Cameron? Answer choices: A. humble and not too proud, B. proud, C. happy.
",0.8574317693710327,0.12295054644346237,0.01823931187391281
"Context: Jordan taught art in elementary schools and was really great with his students.
Question: How would the parents feel as a result? Answer choices: A. the art teacher, B. concerned that Jordan will leave, C. inspired to make their own art.
",0.003912285901606083,0.5677646994590759,0.426962673664093
"Context: Riley and the others were the best of friends and always supported each other.
Question: What will happen to Others? Answer choices: A. The others will be dejected, B. The others will offer support, C. The others will be isolated.
",0.002905462635681033,0.9862198829650879,0.010009192861616611
"Context: Taylor gave help to a friend who was having trouble keeping up with their bills.
Question: What will their friend want to do next? Answer choices: A. help the friend find a higher paying job, B. thank Taylor for the generosity, C. pay some of their late employees.
",0.0004677543183788657,0.9935903549194336,0.005442907102406025
"Context: Riley had twisted their leg and began to hurt so bad that they could not walk.
Question: What does Riley need to do before this? Answer choices: A. lie down, B. run, C. Sit and relax.
",0.009456091560423374,0.9870360493659973,0.0029229754582047462
"Context: Carson was at a friend's house but suddenly announced they needed to go home.
Question: Why did Carson do this? Answer choices: A. caught a bus, B. called a cab, C. forgot to feed the dog.
",0.0007390380487777293,0.001108610536903143,0.9976268410682678
"Context: Taylor taught math in the schools after studying to be a teacher for four years.
Question: What does Taylor need to do before this? Answer choices: A. get a certificate, B. teach small children, C. work in a school.
",0.9877460598945618,0.001598479924723506,0.010140503756701946
"Context: Tracy led their army and fought hard in the war until they sat upon the throne.
Question: How would you describe Tracy? Answer choices: A. peasant, B. ruler, C. powerful.
",0.0012582896742969751,0.8364999294281006,0.16117531061172485
"Context: Kendall watched baseball with his friends after working hard all week at his job.
Question: What will Kendall want to do next? Answer choices: A. avoid talking to his friends, B. cheer his team with his friends, C. needed to please her boss.
",0.0017499339301139116,0.9961951971054077,0.0015774614876136184
"Context: kai was bored and had nothing to do so he played card games.
Question: What will Kai want to do next? Answer choices: A. do math homework, B. do nothing, C. watch television.
",0.07976187020540237,0.12221193313598633,0.7938335537910461
"Context: Robin changed Aubrey into clean clothes, so they can both go to the big play.
Question: What will Robin want to do next? Answer choices: A. wash the dirty laundry, B. find clean clothes to wear, C. entertained.
",0.09717551618814468,0.29901790618896484,0.5968393087387085
"Context: Kendall wrapped string around my neck to measure the collar of a shirt.
Question: What will Others want to do next? Answer choices: A. Measure other body parts, B. Buy pants, C. buy a shirt.
",0.13146564364433289,0.0031661903485655785,0.8641000390052795
"Context: Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead.
Question: How would Kai feel as a result? Answer choices: A. giving to others, B. betrayed by Aubrey, C. wanting to help people.
",0.0019753172527998686,0.9940096139907837,0.0035199786070734262
"Context: jan took them to NYC so that they could experience the city for the first time.
Question: What will Others want to do next? Answer choices: A. look around, B. look nowhere, C. make sure they get a good first impression of NYC.
",0.9745954275131226,0.0007457019528374076,0.024202750995755196
"Context: Tracy threw a fit on the couch while watching the history channel because they got a lot of details wrong.
Question: Why did Tracy do this? Answer choices: A. tracy who has through watching the history channel, B. prove that they know the truth, C. tracy who has got alot of details wrong.
",0.0008728262619115412,0.9592715501785278,0.038890570402145386
"Context: carson hated lee and his family so he took the risk to injure lee.
Question: How would you describe Carson? Answer choices: A. carson who has hated lee, B. as mean, C. to risk injure lee.
",0.09340523928403854,0.8670249581336975,0.03807967156171799
"Context: Robin stayed outside and tried to finish the game of volleyball she was playing.
Question: How would Robin feel afterwards? Answer choices: A. energetic, B. brave, C. tired.
",0.008061399683356285,0.006131778005510569,0.9851441383361816
"Context: Carson returned to Robin's house after previously storming out during a huge fight.
Question: How would Carson feel afterwards? Answer choices: A. proud, B. humiliated, C. happy.
",0.01928183063864708,0.9514153003692627,0.028358792886137962
"Context: Robin didn't know why she was having bad luck but found the answer.
Question: How would Robin feel afterwards? Answer choices: A. well, B. determined because she discovered the answer, C. scared to do much.
",0.017365530133247375,0.9512618184089661,0.03031117469072342
"Context: Jordan's son was growing out of their shoes. Jordan took their son to the shoe store.
Question: How would Jordan's son feel as a result? Answer choices: A. ready to go home, B. upset and frustrated, C. ready to find shoes.
",0.005295945797115564,0.03107377141714096,0.9628776907920837
"Context: ash was cut short even though everyone wanted to hear what ash had to say.
Question: What will happen to Others? Answer choices: A. be happy, B. enjoy the events, C. protest the events.
",0.00024754003970883787,0.0009628341067582369,0.998579740524292
"Context: Jordan was talking to a group of friends. Jordan talked behind Ash's back to fit in.
Question: What will happen to Jordan? Answer choices: A. lose a bet, B. proud, C. guilty.
",0.0514393225312233,0.005931755993515253,0.9417198896408081
"Context: jordan wanted to be nice to a girl so he took her to the shoe store.
Question: What does Jordan need to do before this? Answer choices: A. buy the girl some shoes, B. ask the girl on a date, C. be kind.
",0.005533565767109394,0.9556277990341187,0.03771546483039856
"Context: Aubrey understood Remy better and met his needs more efficiently as his nurse.
Question: How would Remy feel as a result? Answer choices: A. anxious as a result, B. hopeful as a result, C. desperate as a result.
",0.00262710964307189,0.9915733933448792,0.005091908387839794
"Context: Aubrey kept the baby up at night to watch for a concussion.
Question: What will happen to Aubrey? Answer choices: A. The baby fell asleep despite Aubrey's best effort, B. gets so sleepy but stays awake anyway, C. and the baby both fell asleep late in the night.
",0.005443932022899389,0.9450473785400391,0.04829419404268265
"Context: Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie.
Question: How would Riley feel as a result of this? Answer choices: A. scared of the scene, B. like a baby, C. protective of Riley.
",0.7648167610168457,0.22328276932239532,0.010751165449619293
"Context: Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding.
Question: What does Quinn need to do before this? Answer choices: A. pick out a gift for Jordan, B. be caring, C. hold the gift in plain sight.
",0.9771823287010193,0.01892370916903019,0.0034506290685385466
"Context: Bailey passed Jesse on his driving examination after he passed with flying colors.
Question: What does Bailey need to do before this? Answer choices: A. test Jesse before this, B. buy a car, C. celebrate.
",0.9956841468811035,0.0018376695225015283,0.0019471329869702458
"Context: Austin was taking a test and found it difficult at first.
Question: How would you describe Austin? Answer choices: A. a student, B. stupid, C. overwhelmed.
",0.29031816124916077,0.004417469725012779,0.704433262348175
"Context: Quinn was playing and froliking in the snow, making snow angels and snowballs.
Question: How would you describe Quinn? Answer choices: A. a big fan of the band, B. lighthearted and lonely, C. a big fan of the outdoors.
",0.0005391740705817938,0.010567325167357922,0.988304615020752
"Context: Tracy gave money to my friend who needed it but failed to by it back as they promised.
Question: What will happen to Tracy? Answer choices: A. yell at them, B. be disappointed in them, C. lose trust in my friend.
",0.02765788696706295,0.6517166495323181,0.31899508833885193
"Context: Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work.
Question: How would you describe Cameron? Answer choices: A. honest, B. a success as a teacher, C. vengeful.
",0.005819996353238821,0.9920756816864014,0.0014479071833193302
"Context: Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head.
Question: What will Skylar want to do next? Answer choices: A. Run away, B. Wait for a reaction, C. wanted to fight with the bully.
",0.08204770088195801,0.8966354131698608,0.0200135949999094
"Context: Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account.
Question: How would you describe Remy? Answer choices: A. feeling bored, B. feeling loved, C. cheated.
",0.014317628927528858,0.9339651465415955,0.04989740997552872
"Context: Skylar was on the phone while at the national park. They lent little attention to the view.
Question: What will Skylar want to do next? Answer choices: A. get Skylar off the phone, B. sleep, C. build.
",0.8624192476272583,0.08078823983669281,0.05217038094997406
"Context: Sydney works as a preschool teacher, and helped trace Robin's fingers.
Question: Why did Sydney do this? Answer choices: A. make popcorn, B. teach her class the alphabet, C. make artwork.
",0.0005154335522092879,0.09847299009561539,0.9003190994262695
"Context: Jan was pregnant and she gave birth to a beautiful baby daughter.
Question: How would you describe Jan? Answer choices: A. a mother, B. exhausted, C. ready to take a spin class.
",0.9835102558135986,0.016001779586076736,0.00027373660122975707
"Context: Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out.
Question: What will Kendall want to do next? Answer choices: A. watered a few of the plants, B. gather jars, C. watered a few of her pets.
",0.20182648301124573,0.7922430634498596,0.004399411380290985
"Context: Knowing skylar would want to go too, Kendall took Skylar into account.
Question: Why did Kendall do this? Answer choices: A. kendall who has want to skylar, B. get this over with, C. help skylar.
",0.0004456858441699296,0.0030590977985411882,0.9960903525352478
"Context: Aubrey was a police officer. She pulled Casey over for speeding in a construction zone.
Question: What will Casey want to do next? Answer choices: A. keep construction workers safe, B. speed off, C. make an excuse.
",0.001135453348979354,0.0023060371167957783,0.9960313439369202
"Context: Riley granted Jan the highest title of the kingdom and celebrated with a feast.
Question: What will Jan want to do next? Answer choices: A. celebrate all night with the kingdom, B. proud, C. indifferent.
",0.9944208264350891,0.00386991398409009,0.001012630295008421
"Context: After being kicked out of the house by his parents, Jordan needed a place to live.
Question: How would you describe Jordan? Answer choices: A. quite lazy, B. sad, C. extremely hardworking.
",0.4907299280166626,0.45133695006370544,0.056130073964595795
"Context: Remy gave birth to a baby girl on a Saturday afternoon.
Question: What does Remy need to do before this? Answer choices: A. leave her husband, B. did this to start a family, C. go to the hospital.
",0.00033712584991008043,0.002042477484792471,0.997355580329895
"Context: Alex was no longer raising Sasha but she did give birth to Sasha.
Question: What will Alex want to do next? Answer choices: A. build a relationship with Sasha, B. Ask to visit Sasha, C. Kidnap Sasha from home.
",0.36993855237960815,0.6188874840736389,0.009278629906475544
"Context: Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage.
Question: How would Robin feel afterwards? Answer choices: A. disgusted, B. be prepared, C. supported.
",0.0009933463297784328,0.0862385556101799,0.9121316075325012
"Context: Cameron went out of her way to buy food for the homeless.
Question: How would Cameron feel afterwards? Answer choices: A. mad, B. upset, C. happy.
",0.000266993505647406,0.002614943776279688,0.9968107342720032
"Context: Sydney played Kendall's heart when she pretended to be interested in him at the party.
Question: What will happen to Kendall? Answer choices: A. be angry at Sydney, B. be excited, C. date Sydney.
",0.9913711547851562,0.0014593524392694235,0.006892838515341282
"Context: Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously.
Question: What will happen to Cameron? Answer choices: A. listen or face severe punishment, B. study very hard, C. have his assignments done by their classmates.
",0.04605956748127937,0.951033353805542,0.0023251639213413
"Context: Jan took me to NYC to celebrate my birthday before the baby was born.
Question: What will Others want to do after? Answer choices: A. leave me in NYC, B. wish me a happy birthday, C. get a flight to NYC.
",0.008624632842838764,0.9815728664398193,0.009161720052361488
"Context: It was a pretty sunny day outside. Quinn walked instead.
Question: What does Quinn need to do before this? Answer choices: A. have fun, B. notice the sun, C. move their feet.
",0.0018816300434991717,0.8328977227210999,0.16430377960205078
"Context: Kai was grounded after wrecking his mother's car so he handed back the keys.
Question: What will Kai want to do next? Answer choices: A. wanted to stay out of trouble, B. work hard at home, C. rent out the car.
",0.013386962935328484,0.9831441640853882,0.0026852814480662346
"Context: Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap.
Question: Why did Jordan do this? Answer choices: A. show that he only needed one leg, B. needed to have a surf board, C. not show others he was suffering.
",0.01182851567864418,0.0018431758508086205,0.9856250882148743
"Context: Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation.
Question: How would Skylar feel as a result? Answer choices: A. grateful to Kendall, B. excited about work, C. that they are looking forward to their vacation.
",0.8718666434288025,0.0010955636389553547,0.12626631557941437
"Context: But she didn't want to be on the team so walked off the court.
Question: Why did Aubrey do this? Answer choices: A. wanted to spend more time at home, B. wanted to win the championship, C. Being on the team was her big dream.
",0.9575845003128052,0.009661005809903145,0.0317358635365963
"Context: Carson was at a friend's house across town from where he lived playing video games.
Question: How would Carson feel afterwards? Answer choices: A. sad that he will have to stop playing video games, B. too dark outside, C. ready to go for a short stroll back to his home.
",0.5630580186843872,0.01087148953229189,0.42394566535949707
"Context: Kendall took their dog to the new dog park in the neighborhood.
Question: What will Kendall want to do next? Answer choices: A. Give it a bath, B. walk their dog, C. meet other dog owners.
",0.0007301914738491178,0.007984948344528675,0.9906534552574158
"Context: Robin's brother was hungry, too, so Robin cut the sandwich in half.
Question: How would Robin feel afterwards? Answer choices: A. accommodating, B. Hungry, C. friendly.
",0.9043561816215515,0.017102941870689392,0.07759521156549454
"Context: Addison regarded every girl as somebody who should be treated by their actions.
Question: How would Others feel as a result? Answer choices: A. bored now, B. loved now, C. passive now.
",0.0290075596421957,0.8186940550804138,0.15016807615756989
"Context: Remy challenged them to a game and then beat them so much.
Question: How would they feel as a result? Answer choices: A. weak, B. proud, C. happy.
",0.8671985268592834,0.05751833692193031,0.07341878116130829
"Context: Casey gave some money to Jesse so she could go to the movie.
Question: How would you describe Casey? Answer choices: A. thankful, B. greedy, C. giving.
",0.005847875960171223,0.0034719130489975214,0.9900705218315125
"Context: Lee gave birth to ten babies over a span of ten years.
Question: How would you describe Lee? Answer choices: A. barren, B. caring, C. would love her children.
",0.00858199130743742,0.8274744153022766,0.16208069026470184
"Context: Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside.
Question: How would Others feel as a result? Answer choices: A. thinks differently, B. awkward, C. hungry.
",0.006169932894408703,0.9901229739189148,0.0030604407656937838
"Context: Remy understood every mystery because she was a famous mystery writer.
Question: What will Others want to do after? Answer choices: A. ask Remy more, B. destroy Remy's books, C. be a mystery writer.
",0.9578017592430115,0.001401504036039114,0.040253087878227234
"Context: Kendall persisted after being told no, and eventually had a positive effect on Lee.
Question: What will Lee want to do next? Answer choices: A. Give into Kendall, B. Give a punch to Kendall's face, C. Refuse to help Kendall.
",0.994825005531311,0.0009162868955172598,0.003916099201887846
"Context: Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it.
Question: What will Alex want to do next? Answer choices: A. ale who has worshiped jesus, B. be discouraged by others, C. not listen to others.
",0.0016956956824287772,0.015225551091134548,0.9824938178062439
"Context: Cameron got a new video game and wanted to spend the night playing it.
Question: How would Cameron feel afterwards? Answer choices: A. tired, B. addicted to video games, C. a gamer.
",0.612254798412323,0.173923060297966,0.2123517096042633
"Context: Alex grew closer to their significant other after they vacationed together.
Question: How would Alex feel afterwards? Answer choices: A. in love, B. happy, C. back from vacation.
",0.8584750890731812,0.11790761351585388,0.022426284849643707
"Context: Aubrey got gas at the station and got some snacks for the drive.
Question: Why did Aubrey do this? Answer choices: A. find a gas station to stop at, B. make a snack, C. have fuel.
",0.002055547898635268,0.005997565574944019,0.9911237955093384
"Context: Riley regarded Jesse with observant eyes then smiled after they ate the last cookie.
Question: How would you describe Riley? Answer choices: A. As talkative, B. As silly, C. like a person who was thoughtful.
",0.0025613857433199883,0.016562772914767265,0.9799964427947998
"Context: Aubrey fed Tracy's kids spaghetti after the baseball practice.
Question: How would Tracy feel as a result? Answer choices: A. Like she was ignored, B. No one cared about her, C. Relieved.
",0.0007656495436094701,0.001007460174150765,0.9978699684143066
"Context: Quinn cried their eyes out and ate a whole carton of icecream over her breakup.
Question: What will Quinn want to do next? Answer choices: A. get back together with her boyrfrined, B. purchase ice cream, C. keep crying.
",0.09538968652486801,0.01691892370581627,0.8853338956832886
"Context: remy had a good talk with aubrey so aubrey understood remy better now.
Question: How would Remy feel as a result? Answer choices: A. unsatisfied, B. calm, C. anxious.
",0.007900786586105824,0.975385844707489,0.01580454409122467
"Context: Alex took care of the children after school so that their parents could continue to work.
Question: What will Alex want to do next? Answer choices: A. go home, B. play games with the kids, C. fight the parents.
",0.9117833971977234,0.08488201349973679,0.0026485929265618324
"Context: Taylor taught math in the schools where underprivileged children studied.
Question: How would Taylor feel afterwards? Answer choices: A. frustrated by her inexperience teaching, B. jealous of teachers that are not in the school, C. impacting the community.
",0.0017258079024031758,0.000988525920547545,0.9969039559364319
"Context: Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was.
Question: What will Sydney want to do next? Answer choices: A. she will cry and run away, B. she will thank her for the necklace, C. they'll get a kiss.
",0.0014581073774024844,0.9793229103088379,0.018517673015594482
"Context: Kendall didn't get the job despite the interviewer telling her she was qualified.
Question: How would the interviewer feel as a result? Answer choices: A. like Kendall was the best, B. happy for Kendall, C. like they lied to Kendall.
",0.003442968474701047,0.007219820283353329,0.9887194037437439
"Context: Riley talked to their friends about what they should do that night.
Question: Why did Riley do this? Answer choices: A. go out, B. do something fun, C. hang out.
",0.05595517158508301,0.9166347980499268,0.026124674826860428
"Context: Remy went into town and found a fun place to get treats and ate some ice cream.
Question: What does Remy need to do before this? Answer choices: A. settle down, B. have excitement, C. lock his house when leaving.
",0.015866192057728767,0.1922236829996109,0.7902613282203674
"Context: Carson was at a friend's house playing video games to get away from his arguing parents.
Question: What does Carson need to do before this? Answer choices: A. try a different game, B. run over to his friends house, C. stretch out the time at their friends.
",0.0009125719661824405,0.9952155351638794,0.003348582424223423
"Context: Taylor taught math in the schools and got a lot of praise for his style of teaching.
Question: Why did Taylor do this? Answer choices: A. loved, B. continue teaching, C. educate other teachers.
",0.014971015974879265,0.8937633633613586,0.08911921083927155
"Context: Robin pulled Carson over for speeding and then didnt write him a ticket.
Question: Why did Robin do this? Answer choices: A. thought he was cute, B. issue a warning, C. hated him.
",0.0024100516457110643,0.9947642087936401,0.0021190177649259567
"Context: Robin left food out for the animals in her backyard to come and enjoy.
Question: What will Robin want to do next? Answer choices: A. chase the animals away, B. watch the animals eat, C. go out in the backyard.
",0.0035098823718726635,0.9629022479057312,0.032820649445056915
"Context: Alex spent a minute thinking and finally decided to take action over it.
Question: Why did Alex do this? Answer choices: A. have free time, B. wanted to have the best response, C. wanted to be foolhardy.
",0.0011438117362558842,0.9972000122070312,0.0012869779020547867
"Context: Bailey was not doing well at work but wanted to change the perspective to feel better.
Question: How would you describe Bailey? Answer choices: A. confident, B. worried, C. confident.
",0.02394268475472927,0.9378151893615723,0.03704448416829109
"Context: Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it.
Question: Why did Sydney do this? Answer choices: A. know more about Hillary Clinton, B. become friends with Hillary Clinton, C. get her glasses.
",0.9989235997200012,0.0006909591611474752,0.00016488824621774256
"Context: Cameron left the Halloween party early and drove home as fast as they could.
Question: Why did Cameron do this? Answer choices: A. get home to a sick dog, B. take the child to the doctor, C. go to bed.
",0.5439507365226746,0.002718450501561165,0.4521772265434265
"Context: Kendall lost their shirt and walked around topless.
Question: How would you describe Kendall? Answer choices: A. ashamed, B. embarassed, C. in trouble.
",0.12003181874752045,0.5158956050872803,0.36150553822517395
"Context: Taylor got louder as they raised their voice because of the altercation.
Question: Why did Taylor do this? Answer choices: A. yell at them, B. So people would ignore her, C. be obnoxious.
",0.4164079427719116,0.07675496488809586,0.5044543147087097
"Context: Kai knew that things were getting out of control and managed to keep his temper in check.
Question: How would Others feel as a result? Answer choices: A. relieved, B. anxious, C. scared.
",0.9772654175758362,0.010642445646226406,0.011622553691267967
"Context: Tom gave Sydney a red scarf. Sydney set it on fire.
Question: How would you describe Sydney? Answer choices: A. hot tempered, B. angry at Tom, C. bad that she had destroyed it.
",0.8351625204086304,0.011399315670132637,0.15232734382152557
"Context: Austin built a mall on the site where the ruins were found.
Question: What does Austin need to do before this? Answer choices: A. bring a local attraction, B. remove the artifacts, C. find a new site.
",0.010358910076320171,0.8511634469032288,0.137291818857193
"Context: aubrey helped sasha move because they were good friends and sasha needed help.
Question: How would Sasha feel as a result? Answer choices: A. happy to have assistance, B. annoyed with aubrey, C. sad to have assistance.
",0.9930942058563232,0.003282778663560748,0.0033262218348681927
"Context: Cameron arrived at the restaurant and sat at their table.
Question: What will Cameron want to do next? Answer choices: A. learn about food, B. order food, C. eat.
",0.0032587130554020405,0.8047839999198914,0.1908685714006424
"Context: Alex and his brother didn't have much in common. They went on a camping trip and Alex grew closer to their brother.
Question: How would Others feel as a result? Answer choices: A. lonely, B. happy, C. upset.
",0.014147266745567322,0.9432649612426758,0.04181862249970436
"Context: Remy, their partner Joe and family were out for dinner when Joe suddenly asked Remy to marry them.  Remy smiled and answered the question happily saying yes of course.
Question: What will Others want to do next? Answer choices: A. continue her relationship with Joe through marriage, B. hug them, C. criticize them.
",0.5927636027336121,0.39111241698265076,0.014684716239571571
"Context: Riley was in pain.
Question: How would Riley feel afterwards? Answer choices: A. aware, B. Painful, C. Great.
",0.08404705673456192,0.9094785451889038,0.005284241400659084
"Context: Jesse is patient and hardworking and hungry in the morning.
Question: How would you describe Jesse? Answer choices: A. ill prepared, B. Exhausted and starved, C. thoughtful.
",0.004506709985435009,0.08056606352329254,0.9132570028305054
"Context: Ash and Sasha have been dating for a long time.
Question: Why did Ash do this? Answer choices: A. get protection, B. keep dating, C. affectionate.
",0.02943110466003418,0.5798465609550476,0.3882758617401123
"Context: Tracy understood Casey's mood better once they sat down and talked it out together.
Question: What will Casey want to do next? Answer choices: A. hug Tracy, B. be mad at Tracy, C. reach an understanding with Casey.
",0.8985550403594971,0.020682020112872124,0.07913689315319061
"Context: Robin took a very long time to make up their mind of what to wear on their date that night.
Question: What will Robin want to do next? Answer choices: A. look her best, B. cancel the date, C. go on a date.
",0.6232473254203796,0.006713184993714094,0.36895424127578735
"Context: Bailey was a new student at the local high school in town.
Question: How would Others feel as a result? Answer choices: A. glad, B. Excited to make new friends, C. Nervous about her first day.
",0.039197660982608795,0.353201687335968,0.6051355600357056
"Context: Skylar ate too much sweets and chocolate and drank too much sugary juice and the dentist told her she had a cavity.
Question: How would you describe Skylar? Answer choices: A. only eats sugar free foods, B. disgusted, C. has a sweet tooth.
",0.00040883792098611593,0.004130981862545013,0.9951726794242859
"Context: Aubrey fed Tracey's kids ice cream after Tracey said the kids were allergic.
Question: What will happen to Aubrey? Answer choices: A. get in trouble, B. depressed, C. laugh.
",0.9790336489677429,0.0016306739998981357,0.01880069263279438
"Context: Quinn cried their eyes out because no one loved them at all.
Question: How would Quinn feel afterwards? Answer choices: A. depressed, B. lonley, C. all alone.
",0.5972558856010437,0.26885178685188293,0.13178877532482147
"Context: Riley had a lot of friends.
Question: What will happen to Riley? Answer choices: A. they will play with Riley, B. they will like Riley, C. interacted outside the home a lot.
",0.09914756566286087,0.037936314940452576,0.8609746098518372
"Context: Sasha grabbed Robins head and gave it a good shake.
Question: Why did Sasha do this? Answer choices: A. joke around, B. bully, C. better.
",0.8631296157836914,0.12822064757347107,0.007904193364083767
"Context: Jesse wanted to get fresh apples and went apple picking at the local farm.
Question: How would you describe Jesse? Answer choices: A. someone who wants their kids to be healthy, B. someone who enjoys healthy life style, C. tired.
",0.1405579149723053,0.832891047000885,0.024455422535538673
"Context: Bailey asked Sasha's grandma if they could eat the cookies now.
Question: Why did Bailey do this? Answer choices: A. did this because she was hungry, B. eat cookies next, C. did this to learn to swim.
",0.9900078773498535,0.009485467337071896,0.00020613550441339612
"Context: Jesse hired Bailey to impersonate to take the SATs.
Question: What does Bailey need to do before this? Answer choices: A. research how to impersonate someone, B. needed to be corrupt, C. prepare to impersonate jesse.
",0.373451828956604,0.004047957248985767,0.6213285326957703
"Context: Skylar was getting close to the deadline, so Skylar put their mind to the task.
Question: Why did Skylar do this? Answer choices: A. finish the job, B. focus very hard, C. work very hard.
",0.8314005732536316,0.06195816770195961,0.1048482209444046
"Context: Cameron and Aubrey were dancing at a friend's wedding, then the music changed to a slow song and Cameron threw Aubrey's arms around them and started swaying.
Question: What will Cameron want to do next? Answer choices: A. stop dancing to the slow song, B. smile at Aubrey, C. dance with Cameron.
",0.01799755170941353,0.9725230932235718,0.008495450019836426
"Context: Riley laid down their arms and issued a long but effective peace treaty to be signed.
Question: What will Riley want to do next? Answer choices: A. good, B. lazy, C. did this for peace.
",0.020606812089681625,0.008480087853968143,0.9677547812461853
